filename	title	document_type	classification	security_level	date	origin_agency	sender	recipient	summary
124-10213-10483	Cuban Government in Arms	PAPER, TEXTUAL DOCUMENT	Cuba	Secret	1963-05-27	CIA	CIA	N/A	This document discusses the Frente Interno de Unidad Revolucionaria (FIUR) and the "Cuban Government in Arms," including a list of appointments to executive and cabinet posts of the Provisional Government of the Republic of Cuba in Arms.
124-10221-10229	PEDRO LUIS DIAZ LANZ; RENALDO BLANCO HERNANDEZ; ALBERTO EUSEBIO MOJENA IS CUBA	PAPER, TEXTUAL DOCUMENT	Secret	Secret	1958-08-27	FBI	SAC, SJ	DIRECTOR, FBI	FBI document regarding PEDRO LUIS DIAZ LANZ, RENALDO BLANCO HERNANDEZ, and ALBERTO EUSEBIO MOJENA, who are suspected of being associated with FIDEL CASTRO and operating from Ft. Lauderdale, Florida.
124-10221-10231		Memorandum	Cuba	Secret	1958-10-02	FBI	SAC, MM	DIRECTOR, FBI	This document pertains to Pedro Luis Diaz Lanz, Renaldo Blanco Hernandez, and Alberto Eusebio Mojena, focusing on intelligence related to Cuba. It includes information provided to the United States Customs Office in Miami and references classified information received from CIA, San Juan.
124-10225-10195	COST OF MOBILIZATION OF CUBAN ARMED FORCES AND EFFORT TO ECONOMIZE	Intelligence Information Cable	Cuba	Secret	1965-01-19	CIA		STATE/INR, SECDEF, NSANIC, USIA, ARMY/ACSI, NAVY, AIR JCS, DIA, CIA/NMCC, NPIC, TREASURY AD/CI I&NS	This document discusses the cost of mobilization of Cuban armed forces and efforts to economize in January 1965. It references a 32-day mobilization of 51,000 men in the spring of 1964, costing the Ministry of the Armed Forces a minimum of $8,176,320 pesos.
124-10237-10009	ASSASSINATION OF PRESIDENT JOHN FITZGERALD KENNEDY 11/22/63, DALLAS, TEXAS MISC. INFO CONCERNING	AIRTEL	Liaison	Secret	1964-08-21	FBI	Legat, Bern	Director, FBI	This Airtel from the Legat in Bern to the Director of the FBI concerns miscellaneous information related to the assassination of President John F. Kennedy. It encloses copies of interview results with ANGHEL DRAGOMIR and incorporates a translated letter with comments. Mentions a referral to the Bureau for investigation and clarifies the identity of another government agency involved.
124-10239-10171	LEE HARVEY OSWALD IS-R-Cuba	Memo	Mexico	Secret	1964-03-13	FBI	TRENT, ROLAND E.	LEG, MX	This document discusses Ernesto Mitrani Levy, a Cuban national who worked at the Cuban Consulate in Mexico City and was suspected of cooperating with anti-Castro forces. It details his interactions with the U.S. Embassy, CIA, and Cuban officials, as well as his potential defection.
124-10273-10070	Coverage of Mail to the U.S.S.R.	Memo	Liaison	SECRET	1958-01-22	FBI	A.H. Belmont	Mr. Boardman	These documents discuss the CIA's Project HUNTER, a sensitive project involving the review of mail going to and from the Soviet Union. The FBI and CIA coordinated to identify individuals of interest and potential security risks. The documents outline procedures for sharing information and coordinating efforts between the two agencies. Also discussed is the process for examining correspondence for secret writing, micro dots and possibly codes. The documents also request adding and removing names from the watch list as well as adding people who are current and former Soviet exchange students, researchers and scientists, and Soviets who have U.S. contacts who are subversive
124-10273-10104	CIA, NATIONAL STUDENT ASSOC, PICKETING, DEMONSTRATION; RELATIONS WITH CIA; COMMUNIST PARTY OF VENEZUELA; CENTRAL INTELLIGENCE AGENCY (CIA) Operations in the United States	Memorandum, Airtel	Liaison	Secret, Confidential	1967-03-15	FBI	Director, FBI; FELEGAT, HONG KONG; R. I. Shroder; D. J. Brennan, Jr.; SAC, WTO; MR. I. W. CONRAD; W. O. Cregar	Secretary of State, Mr. Rosen, Mr. W. C. Sullivan	This collection of documents pertains to the relationship between the FBI and the CIA, covering topics such as information sharing protocols, requests for tours of FBI facilities by CIA personnel, and handling of alien interview requests. It also includes information regarding potential CIA contributions to the National Council of Churches and concerns over the coordination of joint operations.
124-10279-10018	Arrest of Federal Deputy Cesar Del Angel Fuentes for Agitational Activities in Guerrero	Cable	Mexico	Confidential	1967-08-30	CIA	CIA	STATE/INR DIA NMCC/MC (SECDEF) ARMY NAVY AIR CIA/NMCC NIC NSA OCR SDO AID FBI USIA ONE ORR DCS	This document discusses the arrest of Federal Deputy Cesar Del Angel Fuentes for agitational activities in Guerrero and his role in the Acapulco murders.
124-10279-10020	ARREST OF FEDERAL DEPUTY CESAR DEL ANGEL FUENTES FOR AGITATIONAL ACTIVITIES IN GUERRERO	Cable	Confidential	Confidential	1967-08-30	CIA	CIA	STATE/INR NMCC/MC DIA (SECDEF JCS ARMY NAVY AIR) CIA/NMCC NIC USIA NSA OCR SDO AID ONE ORR DCS CGS	This document discusses the arrest of Federal Deputy Cesar del Angel Fuentes for agitational activities in Guerrero, Mexico, in relation to a clash between rival factions of copra growers in Acapulco.
124-10279-10209	Untitled	PAPER, TEXTUAL DOCUMENT	Security	Secret	1963-04-09	CIA	EDWARDS, SHEFFIELD	DIRECTOR, FBI	This document discusses Nina Stevens, Aline Mosby, Priscilla Johnson, unauthorized disclosure of classified information, and the subject's return trip itinerary.
124-10279-10258	MONTHLY INTELLIGENCE SUMMARY	Intelligence Summary	Mexico	Secret	1960-02-10	FBI	LEG, MX	DIRECTOR, FBI	Monthly intelligence summary from Legat, Mexico to Director, FBI. Topics include Lopez Mateos' South American trip, Caribbean political situation, Cuban exile activities, Soviet intelligence activities, and Mexican political parties.
124-10280-10030	Rolando L. Cubela Y Secades - IS - CUBA	Memorandum	Cuba	Secret	1964-07-29	FBI	SAC, Miami	Director, FBI	FBI report regarding Rolando L. Cubela y Secades and a potential plan to eliminate Fidel Castro. The report discusses Cubela's contact with the CIA through Carlos Tepedino and concerns about providing Cubela with equipment. It also mentions a plan to kill Fidel Castro, which was allegedly reconsidered with President Johnson's knowledge.
124-10281-10028	COMMUNIST PARTY OF VENEZUELA CENTRAL INTELLIGENCE AGENCY (CIA) VENEZUELA KIDNAPING	Memorandum	Liaison	Secret	1967-03-15	FBI	I. Shroder	Rosen	FBI memo regarding information received from the CIA about a potential kidnapping threat against the children of a CIA employee in Venezuela by the Communist Party of Venezuela. Fingerprints and photographs of the children were obtained for possible use in the event of a kidnapping.
124-10284-10155	CUBAN POLITICAL ACTIVITIES	Dispatch	Cuba	Secret	1960-07-29	FBI	Legat, Paris	Director, FBI	This document discusses Cuban political activities and rumors regarding the replacement of the Cuban Ambassador by someone named Bayo, possibly related to General Alberto Bayo.
124-10284-10171	MARIA JOSEFA MENDIZABAL ARVIER, aka Maria Mendizabal, "Nene" Mendizabal	Report	Cuba	Secret	1959-12-31	FBI	BARRON, JOHN R.	DIRECTOR, FBI	This FBI report details the investigation of Maria Josefa Mendizabal Arvier, a secretary to ex-Venezuelan president Marcos Perez Jimenez, suspected of providing information to Alberto Bayo, Jr., who is believed to be involved in Cuban intelligence activities. The report includes information on Mendizabal's immigration status, contacts, and interviews, and seeks a decision from the Department regarding her activities.
124-10284-10172	CARLOS HILARIO GONZALEZ IS - CUBA; RA - CUBA	Airtel	Cuba	Secret	1959-10-27	FBI	SAC, MIAMI	DIRECTOR, FBI	FBI Miami Field Office reports an alleged plot by Carlos Hilario Gonzalez to kill Esteban Ventura, based on information from ANA ROSA GUERRA, an undercover CIA source working in Cuba. The information has been shared with local law enforcement, and Ventura will be advised of the threat.
124-10285-10254	[Restricted]	Textual Document	JFK Assassination	Secret	1967-03-23	FBI	SAC, MM	Director, FBI	This document discusses a Cuban alien, code named FISHFACE, who is providing information on anti-Castro activities in the United States to a Cuban intelligence service. The document requests clearance for the Cuban alien to furnish data regarding a meeting of anti-Castro leaders to his Cuban principal.
124-10291-10236	Statements of Manola Ray, Exile Leader of the People's Revolutionary Movement	Telegram	Cuba	Secret	1961-10-24	CIA	CIA	STATE, ARMY/ACSI NAVY AIR JCS SECDEF I&NS TREASURY REPC INCLANT NSANIC USIA OCI ONE OCR CORREDOO EXO FBI	This document is a telegram from the CIA regarding statements made by Manolo Ray, an exile leader of the Movimiento Revolucionario del Pueblo (MRP), concerning internal resistance in Cuba and his opposition to an invasion. Ray believes Castro's overthrow should be achieved by internal resistance and that the MRP has widespread support within Cuba. The telegram also discusses the MRP's need for arms and trained exiles, and Ray's prediction that Castro's downfall is imminent.
124-10291-10319	MIRIAM FINKELMAN WINNER IS CUBA	Memorandum	Cuba	Secret	1965-08-18	FBI	LEG, PA	DIRECTOR, FBI	This document contains information about Miriam Finkelman Winner, including her personal history, family members, and current activities in Madrid, Spain. It includes memos from FBI offices in Cincinnati and Paris, as well as information from CIA liaison sections.
124-10300-10012	COMITE PRO-LIBERACION DE LOS CIEN (CPLLC - COMMITTEE FOR THE LIBERATION OF THE ONE HUNDRED)	Memo	Cuba	Secret	1967-07-14	FBI	SAC, MIAMI	DIRECTOR, FBI	This document discusses the Comite Pro-Liberacion de los Cien (CPLLC) and Jorge Raul Roblejo Lorie's possible involvement in intelligence activities. It also mentions contacts with Cuban officials and potential informants.
124-10300-10024	JORGE RAUL ROBLEJO LORIE INTERNAL SECURITY CUBA	Airtel	Cuba	Secret	1967-07-10	FBI	SAC, MM	DIRECTOR, FBI	This document discusses Jorge Raul Roblejo Lorie and Sergio Oswaldo Betancourt Collazo's activities related to seeking the release of Cuban political prisoners and potential intelligence gathering on Cuban refugees.
124-10311-10292	RELATIONS WITH SECRET SERVICE THREATS AGAINST THE PRESIDENT	Memorandum	Liaison	SECRET	1964-12-23	FBI	Director, FBI	Bureau	FBI Director informs about relations with Secret Service concerning threats against the President, reviewing files in Switzerland and Austria, and inquiries made to various sources regarding potential threats. Mentions Paul George Anderson, aka IS-X, of interest to the Secret Service.
124-10320-10087	MARK LANE	Memorandum	Security	Secret	1964-05-13	FBI	Legat, Bern	Director, FBI	This document discusses the dissemination of security information regarding Mark Lane to various sources, including Austrian and Swiss police, the American Embassy in Vienna, and covert CIA.
124-10325-10318		Memo, Summary	Liaison	Secret	1963-09-11	FBI	BRENNAN	SULLIVAN	This document discusses the status of relations between the FBI and CIA, instances of cooperation between the two agencies, and possible topics that CIA Director McCone may refer to, including security concerns, coverage of diplomatic establishments, and defectors.
124-10326-10098	CENTRAL INTELLIGENCE AGENCY INFORMATION RECEIVED FROM JAMES ANGLETON	Memorandum	Liaison	Secret	1953-06-10	FBI	V. P Keay	MR. A. R. BELMONT	This document discusses James Angleton, a CIA official in charge of the Special Projects unit, and recommends creating a control file for the information he provides to the FBI. It also alerts Section Chiefs regarding the handling of information received from Angleton.
124-10326-10099	JAMES ANGLETON CENTRAL INTELLIGENCE AGENCY	Memorandum	Liaison	Secret	1954-03-09		Keay	Belmont	This document discusses James Angleton's request for a uniform procedure in transmitting mail to him, ensuring his identity is not revealed to other agencies due to his involvement in sensitive projects like Israeli Intelligence. It also mentions that correspondence dealing with Israeli Intelligence matters should be directed to James Angleton.
124-10326-10100	JAMES ANGLETON	Memorandum	Liaison	Secret	1954-04-30	FBI	BRANIGAN	BELMONT	This document discusses James Angleton of the CIA providing information to the FBI on a confidential basis and the procedure for handling this information to protect Angleton and the CIA as sources.
124-10326-10103	BUREAU INFORMANT 200	Memorandum	Liaison	SECRET	1965-03-17	FBI	Mr. D. J. Brennan, Jr	Mr. W. C. Sullivan	Memorandum regarding Bureau Informant 200, a procedure approved in 1954 to attribute information received from James Angleton, CIA, sourced from the Israeli Intelligence Service and other sources under Angleton's control. The information concerns the travel of U.S. citizens to Russia via Israel.
124-10326-10104	CENTRAL INTELLIGENCE AGENCY (CIA) INFORMATION RECEIVED FROM JAMES ANGLETON	Memorandum	Liaison	Secret	1967-01-13	FBI	D. J. Brennan, Jr.	W. C. Sullivan	This document discusses the creation of a control file (62-99724) under the caption, "CIA - James Angleton," for retaining copies of certain memoranda disseminated by James Angleton, Chief Counterintelligence Staff, CIA. It recommends discontinuing the practice of placing copies of Bureau Informant 100 material in the control file, while retaining the file for policy-related mail.
124-10326-10149	ANTI CASTRO ACTIVITIES IS-CUBA	Textual Document	Cuba	Secret	1962-04-05	FBI	NY	HQ	This document discusses anti-Castro activities and mentions conversations with CIA contacts regarding potential actions against Cuba and opinions on US policy towards the country.
124-10326-10191	ANTI-FIDEL CASTRO ACTIVITIES	Textual Document	Cuba	Secret	1962-03-29	FBI	NY	HQ	This document discusses anti-Castro activities and a meeting between Robert Kleberg and Vice-President Lyndon B. Johnson regarding US plans for Cuba.
124-10332-10018	SANTIAGO ALVAREZ RODRIGUEZ	Textual Document	Cuba	Secret	1961-08-04	FBI	MM	HQ	This FBI report from August 4, 1961, discusses the closure of the investigation into Santiago Alvarez Rodriguez due to his relative inactivity in Cuban revolutionary matters. The report mentions CIA's past operational interest in Alvarez during the Bay of Pigs invasion and their current interest in his son, Santiago Alvarez. It also references a CIA communication about Alvarez's involvement with the publication 'Esbirros,' a scandal sheet against various Cuban groups.
124-10332-10047	Report on SANTIAGO ALVAREZ RODRIGUEZ	Report	Cuba	Secret	1962-10-19	FBI	MM	HQ	Report regarding SANTIAGO ALVAREZ RODRIGUEZ and potential anti-Castro activities, including information from informants and planned interviews with individuals connected to BATISTA.
124-10369-10022		Paper, Textual Document	Administrative	Secret	1966-12-28	FBI	JONES	WICK	FBI administrative folder regarding the HSCA and Lee Harvey Oswald, including memos, A/Ts, TTYs, letters, notes, LHM, press releases, testimony, news articles, and translations.
124-90037-10081	MARTIN GREENDLINGER, aka SECURITY MATTER - C	Memo	Security	Secret	1959-01-29	FBI	LEGAT, BONN	DIRECTOR, FBI	Memo from LEGAT, BONN to DIRECTOR, FBI regarding MARTIN GREENDLINGER and inquiries made to various agencies about his travels and activities.
124-90041-10023	Untitled	Textual Document	Cuba	Secret	1959-10-26	CENTRAL INTELLIGENCE AGENCY	CIA	N/A	This document contains information about counter-revolutionary activities in Cuba, including planned raids, arms drops, and contacts between individuals in Cuba and Miami.
124-90060-10015	LUCIEN CONEIN	MEMO	Liaison	SECRET	1966-07-12	FBI	HQ	PA	This document is a memo from the FBI regarding Lucien Conein. It discusses his affiliation with the CIA and his current assignment in Saigon, South Vietnam. It also details a request from the CIA that no information be furnished to the French regarding Conein's affiliation or whereabouts.
124-90092-10001	Report on Robert Glenn Thompson and William K. Harvey	Textual Document	Assassination	Secret	1965-10-08	FBI	NY	HQ	This document is a report from the FBI regarding Robert Glenn Thompson, also known as Robert F. Laudwein, and William K. Harvey. It references previous reports and clarifies information related to Thompson's story in the 'Saturday Evening Post.' The document also mentions the code name 'OXTANK' and includes administrative details and dissemination records.
124-90092-10002	Interview with ROBERT GLENN THOMPSON regarding CIA and Army Intelligence Personnel in Berlin	Textual Document	Personnel	Secret	1965-03-15	FBI	NY	HQ	This document contains an interview with ROBERT GLENN THOMPSON regarding his knowledge of individuals associated with the CIA and Army Intelligence in Berlin, including WILLIAM K. HARVEY and CLARK JUNG. THOMPSON was interviewed about his time with OSI, Berlin, and his interactions with a Soviet principal named STEVEN.
124-90092-10016	CIA EFFORTS TO PENETRATE USSR	Textual Document	FBI	Secret	1963-03-05	FBI	WMFO	HQ	This document contains interview transcripts and information regarding CIA efforts to penetrate the USSR, as well as interviews with various CIA personnel, including William K. Harvey, Serge Peter Karlow, and others. It also includes details about specific operations, personnel assignments, and travel in Europe during the 1950s.
124-90110-10070	FRANC PECAR and JOSEPH RAYMOND MEROLA	Memo	Liaison	Secret	1963-04-10	FBI	FBI HQ	CIA	FBI memo to CIA regarding FRANC PECAR and JOSEPH RAYMOND MEROLA, discussing CIA's interest in contacting PECAR to persuade him to return to Yugoslavia under CIA control. FBI does not recommend approaching PECAR.
124-90110-10071	Memorandum Regarding Franc Pecar	Memo	Liaison	Secret	1963-03-29	Central Intelligence Agency	CIA	HQ, Federal Bureau of Investigation, Attention: Mr. S. J. Papich	This memo discusses Franc Pecar, a Yugoslav trade official, who may wish to remain in the U.S. The CIA is interested in potentially persuading him to return to Yugoslavia.
124-90110-10072		Memo	Liaison	Secret	1963-04-09	CIA	CIA	HQ	This memo from the CIA to the FBI discusses Franc Pecar, who arrived in Miami on April 4, 1963. The CIA is considering contacting Pecar during his visit to Vienna for recruitment purposes and requests information from the FBI regarding Pecar's activities in the United States.
124-90110-10083	CLIP	Teletype	Cuba	Secret	1961-04-13	FBI	MM	HQ	This document discusses Joseph Raymond Merola's alleged connections to the CIA and his potential involvement in supplying weapons to anti-Castro groups and hoodlum acquaintances.
124-90124-10055	CR 97-3224-NR	MEMO	JFK Assassination System	SECRET	1962-10-11	FBI	MX	HQ	This document discusses investigations by the CIA and U.S. Army Attache in Managua, Nicaragua, and Guatemala City, Guatemala, regarding Manuel Fuego, Mitchell Livingston Werbell, and associated activities. It mentions contacts with Noel Pallais, General Anastasio Somoza, Lucy Luchien, and Arthur L. Smith. The document also details surveillance and telephone conversations monitored by the Judicial Police in Guatemala.
124-90124-10092	[Restricted]	Airtel	Cuba	Secret	1965-07-16	FBI	DOMR	HQ	This document discusses ANTONIO HECTOR RIVERO JUARRERO, who is associated with MITCHELL LIVINGSTON WERBELL and suspected of gambling enterprises.
124-90130-10005	FRANCISCO RODRIGUEZ TAMAYO	Report	Cuba	Secret	1960-07-09	FBI	MM	HQ	This FBI report discusses Francisco Rodriguez Tamayo and the Pan America Confederation, referencing informants and telephone numbers in Key West, Florida.
124-90135-10074	Eloy Gutierrez Menoyo	Textual Document	Cuba	Secret	1963-01-18	FBI	HQ	To:	This document is a correlation summary regarding Eloy Gutierrez Menoyo, including information about his activities, associations, and reputation among Cuban exiles and intelligence agencies. It contains reports from informants, CIA information, and references to other documents related to Menoyo and his involvement with various anti-Castro groups and activities.
124-90137-10067	PETROS MOUTSOS	Memorandum	Liaison	Secret	1960-09-14	FBI	Papich	L'Allier	This memo discusses Petros Moutsos, a former CIA informant in the Greek Maritime Organization (OENO), who is now being considered for a mission in Cuba. The CIA plans to have him jump ship in New Orleans and travel to Cuba, where he will gather information. They also hope he can re-establish contact with his wife, Angela Boyer, to gain access to communist circles in Cuba.
124-90137-10230	CIA LIAISON MATERIAL	Memo	Liaison	Secret	1960-09-23	FBI	HQ	SAC, New Orleans	This memo concerns Petros Moutsos, a former CIA informant in the communist-dominated Greek Maritime Organization (OENO). CIA is planning to have Moutsos travel to Cuba as a source of information and wants him to jump ship in New Orleans with INS approval. He will also attempt to contact his wife, Angela Boyer, who has a communist background, to improve his contacts in communist circles in Cuba.
124-90137-10284	LEVI LAUB UNAUTHORIZED TRAVEL TO CUBA	Memorandum	Liaison	SECRET	1963-07-05	FBI	S. J. PAPICH	D. J. BRENNAN	FBI memo regarding Levi Laub's unauthorized travel to Cuba, based on information from the CIA and British Intelligence Service (MI-6).
124-90137-10355	[Restricted]	PAPER, TEXTUAL DOCUMENT	Liaison	Secret	1961-08-28	FBI	FBI HQ	CIA	FBI memo to CIA regarding EDUARDO ESPINOSA Y PRIETO and his possible connections to communist activities. The FBI clarifies information about bank drafts he wrote and advises against suggesting he financed Communist Party activities in a summary to the Bundesunt fuer Verfassungsschutz (BFV), Germany.
124-90137-10357	[Restricted]	PAPER, TEXTUAL DOCUMENT	Liaison	Secret	1963-08-16	CENTRAL INTELLIGENCE AGENCY	CIA	DOS	This document pertains to Henryk Ignacy Janikowski and includes information from a West German service regarding a check from Eduardo Espinosa y Prieto of the Mexican Embassy in Moscow to Erik Schott, an architect in Bremen, Germany. It also details Janikowski's activities involving buying and shipping used cars, obtaining dollars from the black market, and potential customs duty evasion.
124-90137-10467	CIA LIAISON MATERIAL JORGE BELIARD	Memorandum	Liaison	Confidential	1961-06-26	FBI	Papich	L'Allier	This memo discusses Jorge Beliard, a station manager for Cubana Airlines, and a CIA request regarding his potential use in establishing courier routes between Cuba and the United States. The FBI is considering whether to allow CIA contact with Beliard or to handle the contact themselves.
124-90137-10468	NY 3186-PS	AIRTEL	Liaison	Confidential	1961-06-30	FBI	Director, FBI	SAC, New York	This document discusses the CIA's desire to contact a person of security interest (PSI) who is a station manager for Cubana Airlines in New York City, in connection with Cuban operations, specifically to establish courier routes between the U.S. and Cuba. The FBI is considering whether to allow the CIA to contact the PSI, operate independently, or act as an intermediary.
124-90137-10488	[Restricted]	Memo	Liaison	Secret	1961-07-27	CENTRAL INTELLIGENCE AGENCY	CIA	HQ	This document discusses Eduardo Espinosa y Prieto, a Mexican Ambassador, and his potential ties to Soviet intelligence. It includes information from the FBI and requests permission to share information with German authorities.
124-90138-10004	CIA LIAISON MATERIAL	Memorandum	Liaison	Secret	1963-10-15	FBI	S. J. Papich	D. J. Brennan	FBI memo regarding CIA liaison material and Enrique Garcia Armenteros. CIA has placed a man in Cuba to develop information related to a Bureau lead.
124-90138-10007	CIA LIAISON MATERIAL	Memo	Liaison	Secret	1963-10-02	FBI	FBI HQ	CIA	FBI requests CIA assistance in obtaining papers from Garcia in Cuba, potentially containing intelligence or propaganda data. The State Department prefers CIA to handle the matter.
124-90138-10066	PAUL HICKMAN INFORMATION CONCERNING Communist Party-Cuba	Memo	Cuba	Unclassified	1959-12-02	FBI	S. J. Papich	F. A. Frohboese	FBI memo regarding Paul Hickman's alleged involvement in arms sales to the Castro government and his contact with a Soviet Embassy representative.
124-90138-10073	SOVIET EMBASSY HAVANA, CUBA	Memo	Liaison	Secret	1960-11-21	FBI	FBI HQ	CIA	This document discusses the shipment of ten safes from the Mosler Safe Company to the Soviet Embassy in Havana, Cuba. It includes details about the safe models, serial numbers, combinations, and dial key numbers. The CIA is provided with a set of dial keys and keys for the inside compartments of the safes.
124-90139-10002	MANUEL PINEIRO	Memo	Cuba	Secret	1963-10-10	FBI	Mr. S. J. Papich	Mr. D. J. Brennan, Jr	Memorandum regarding Manuel Pineiro, a high-ranking official in the Cuban G-2 organization, and CIA's tentative conclusion that Pineiro is identical with Petronio, who has been mentioned in messages made available to the Bureau and CIA.
124-90139-10050	CIA LIAISON MATERIAL	Memo	Cuba	Secret	1961-08-17	FBI	Papich	L'Allier	This memo discusses Ismael Rodriguez, the comptroller of Cubana Airlines, who was used as a source of information by the Bureau and as a courier for transmitting material between the US and Cuba for CIA operations.
124-90139-10070	HERBERT LEVY	Memo	Liaison	Secret	1961-12-11	FBI	FBI	CIA	FBI memo to CIA regarding Herbert Levy and his previous interactions with a CIA representative concerning information about India. Levy provided information on Cuban economic matters and possible violations of export regulations.
124-90139-10071	LARGE QUANTITIES OF JUTE BAGS AND HESSIAN CLOTH SOUGHT BY CUBAN GOVERNMENT BY PURCHASE OR BARTER THROUGH INTERNATIONAL ORE AND FERTILIZER COMPANY, NEW YORK CITY	Memorandum	Cuba	Secret	1961-11-28	FBI	SU	Director, FBI	FBI memo regarding Cuban government seeking jute bags and hessian cloth through International Ore and Fertilizer Company, and CIA's past connection with Herbert Levy of St. Regis Paper Company for economic information gathering in India.
124-90139-10138	FOREIGN POLITICAL MATTERS - CUBA	Memo	Foreign Political Matters, Cuba, CIA Liaison Material	Secret	1965-05-10	FBI	FBI HQ	N/A	This document contains a memo from the FBI regarding Raul Roa, Cuban Foreign Minister, commenting on the Sino-Indian conflict and the situation in Cuba in 1963. Roa's evaluation of the situation in Cuba was highly pessimistic and he expressed concerns about the United Nations and the Organization of American States (OAS).
124-90140-10004	ANGELA PRINCE MOUTSOS	Memo	Security	Secret	1963-03-13	FBI	FBI HQ	CIA	FBI memo to CIA concerning Angela Prince Moutsos and her possible residence and activities in Cuba. Moutsos' husband, Pedros Moutsos, was a former CIA informant.
124-90140-10005	ANGELA PRINCE MOUTSOS aka	Memo	Liaison	Secret	1963-03-01	FBI	NY	HQ	FBI memo regarding Angela Prince Moutsos and her activities in Cuba, including her husband's connection to the CIA.
124-90140-10012	PERMANENT STUDENT COMMITTEE FOR TRAVEL TO CUBA IS-C	Memo	Liaison	Secret	1963-09-03	FBI	S. J. PAPICH	D. J. BRENNAN	FBI memo regarding the Permanent Student Committee for Travel to Cuba and information provided by Mark Tischman to a CIA source in Madrid about fellow travelers and their ideologies.
124-90155-10008	YURI IVANOVICH NOSENKO ESP - R (KGB)	Report	Soviet	Secret	1964-04-07	FBI	SAC, WFO	DIRECTOR, FBI	This document contains information from an interview with Yuri Ivanovich Nosenko on April 2, 1964, where he provides details on various cases and individuals of interest to the FBI, including potential KGB contacts, American tourists, and defectors.
157-10002-10056	CIA REORGANIZATION	Memorandum	Cuba	SECRET	1961-06-10	CIA	SCHLESINGER, ARTHUR JR	THE PRESIDENT	Arthur Schlesinger Jr. wrote to President Kennedy on June 10, 1961, regarding CIA reorganization, covert action, paramilitary warfare, Cuba, and policy control. He suggests that CIA operations have not been effectively subordinate to U.S. foreign policy. He also suggests that State can be informed of such operations at an early enough stage to affect the conception and preliminary planning of the operation.
157-10002-10105	Testimony of William Harvey	Transcript	Cuba	TOP SECRET	1975-06-25	SSCIA	SSCIA	N/A	This document is a transcript of the testimony of William Harvey on June 25, 1975. The testimony covers subjects such as ZRRIFLE, Castro, Johnny Roselli, Operation Mongoose, Richard Bissell, assassinations, John F. Kennedy, QJWIN, the Mafia, and Arnold Silver.
157-10002-10106	TESTIMONY OF WILLIAM K. HARVEY	Transcript	Cuba	SECRET	1975-06-25	SSCIA	SSCIA	N/A	Testimony of William K. Harvey concerning Operation Mongoose, Johnny Rosselli, Castro assassination attempts, poison pills, Cuba, John McCone, CIA, Richard Bissell, White House, Mafia, Dan Rowan, and Sam Giancana.
157-10002-10165	TESTIMONY OF DAVID ATLEE PHILLIPS	PAPER, TEXTUAL DOCUMENT	JFK ASSASSINATION SYSTEM	TOP SECRET	07/31/75	SSCIA	SSCIA	N/A	This document is a transcript of the testimony of David Atlee Phillips before the SSCIA on July 31, 1975. The testimony covers a range of topics including the CIA, Cuba, Castro, Lansky, Meyer, Bay of Pigs, Assassination, Trafficante, Santos, Ruby, Jack, Chile, Allende, and Operation Mongoose.
157-10004-10095	ALLEGED CUBAN PLAN TO ASSASSINATE PRESIDENT OF PANAMA	Report	Cuba	Unclassified	1964-03-17	FBI	FBI New Orleans	State Department; Central Intelligence Agency; Department of the Army; Department of the Air Force; Department of the Navy	FBI report regarding an alleged Cuban plan to assassinate the President of Panama in order to create additional uprisings in that country. The information was provided by Orlando Piedra, formerly connected with Federal Police in Cuba.
157-10004-10144	MEETING WITH THE WARREN COMMISSION ON 12 MARCH 1964	Memorandum	Commission	Unclassified	1964-03-12	CIA	CIA	Unknown	This document details a meeting between the CIA and the Warren Commission on March 12, 1964, discussing the investigation of Lee Harvey Oswald's activities in Mexico City, CIA's file on Oswald, information sharing with other agencies, and potential leads related to Jack Ruby.
157-10004-10270	Robert Maheu	Memorandum	Security	SECRET	1959-04-03	CIA	CIA	Unknown	This document discusses Robert Maheu's involvement in arranging a party for a foreign Head of State in 1959, involving a prominent actress. The Office of Security requested special support during the Los Angeles and New York phases of the tour, with arrangements made through Gregson Bautzer. The actress met with the foreign official in both Los Angeles and New York.
157-10004-10280	ROBERT MAHEU'S TRANSPORTATION OF PROSTITUTES	Cable	JFK Assassination	SECRET	1957-10-10	CIA	CIA	DIRECTOR, CIA	This document discusses Robert Maheu's alleged transportation of prostitutes for a foreign leader and wiretapping activities. It also mentions potential blackmail attempts against the U.S. government.
157-10005-10141	Testimony Regarding CIA Background and Alleged Assassination Plots	Testimony	Commission	Unclassified			B		This document is a part of testimony where Mr. Harvey discusses his background in the CIA, including his roles in the Soviet Intelligence Branch and his assignments in Berlin and Rome. He denies any personal knowledge of assassination plans or plots within the Agency concerning Patrice Lumumba or any other foreign leader apart from Fidel Castro.
157-10011-10048	TESTIMONY OF ROBERT MAHEU	Transcript	Assassination	TOP SECRET	1975-07-30	SSCIA	SSCIA	SSCIA	Testimony of Robert Maheu regarding various CIA operations, including wiretaps, attempts to influence foreign leaders, and film production.
157-10011-10083	DESPOSITION/TRANSCRIPT OF STURBITTS, WILLIAM C.	Transcript	Cuba	SECRET	04/16/75	SSCIA	ROCKEFELLER COMMISSION	N/A	This is a deposition/transcript of William C. Sturbitts. He discusses Cuban operations, Miami Station, and Task Force W. He also discusses possible assassination attempts against Fidel Castro.
